index	max_degree	fail_node_degree	fail_neber_degree	fail_degree_sum	max_load	big_load_num	fail_load_sum	fail_num	first_round_fail	neber_fail_num	fail_round	subgraph_num	fail_node_load	load_change	load_change	degree_change	fail_neber_load	LCC
0,	109	139	380	525	16511	31	32276	33	33	32	1	8	28323	56906	928	3948	291
1,	133	68	150	218	26137	30	15505	10	10	10	1	10	12359	41621	370	3146	311
2,	138	60	0	60	27843	32	4853	0	0	0	0	4	4853	10365	120	0	328
3,	137	94	15	109	27325	31	11767	2	2	2	1	7	11530	22256	214	237	322
4,	138	94	0	94	27711	31	10156	0	0	0	0	6	10156	17169	188	0	325
5,	138	62	0	62	28202	32	3906	0	0	0	0	1	3906	5339	124	0	331
6,	138	57	45	102	26692	31	13220	8	8	8	1	6	11781	34220	180	1439	316
7,	136	59	42	101	27541	31	10368	6	6	6	1	2	9143	20811	186	1225	324
8,	138	36	0	36	28178	32	1764	0	0	0	0	1	1764	3259	72	0	331
9,	138	42	0	42	28134	33	930	0	0	0	0	1	930	3211	84	0	331
10,	138	50	0	50	27922	32	2634	0	0	0	0	2	2634	6548	100	0	330
11,	138	21	0	21	27853	33	890	0	0	0	0	2	890	4890	42	0	330
12,	138	26	0	26	28130	32	521	0	0	0	0	1	521	2488	52	0	331
13,	138	41	50	91	26946	31	7674	8	8	8	1	3	6644	25017	148	1030	321
14,	138	27	0	27	28104	33	88	0	0	0	0	1	88	2375	54	0	331
15,	138	19	0	19	28106	33	550	0	0	0	0	1	550	2428	38	0	331
16,	138	22	0	22	28135	33	422	0	0	0	0	1	422	2159	44	0	331
17,	138	23	0	23	28123	32	775	0	0	0	0	1	775	2543	46	0	331
18,	138	29	0	29	28114	33	274	0	0	0	0	1	274	2477	58	0	331
19,	138	16	0	16	28103	32	163	0	0	0	0	1	163	1887	32	0	331
20,	138	16	0	16	28089	33	504	0	0	0	0	1	504	2180	32	0	331
21,	138	19	0	19	28095	33	18	0	0	0	0	1	18	2187	38	0	331
22,	138	13	0	13	28080	33	49	0	0	0	0	1	49	1975	26	0	331
23,	138	20	0	20	28066	33	57	0	0	0	0	1	57	2578	40	0	331
24,	138	6	0	6	28006	33	5	0	0	0	0	1	5	1222	12	0	331
25,	138	18	0	18	28054	33	9	0	0	0	0	1	9	2572	36	0	331
26,	138	15	0	15	28050	33	154	0	0	0	0	1	154	2442	30	0	331
27,	138	18	0	18	28099	33	80	0	0	0	0	1	80	2011	36	0	331
28,	138	19	0	19	28095	33	6	0	0	0	0	1	6	2149	38	0	331
29,	138	19	0	19	28086	33	262	0	0	0	0	1	262	2380	38	0	331
30,	138	10	0	10	28081	33	38	0	0	0	0	1	38	1602	20	0	331
31,	138	10	0	10	28027	33	32	0	0	0	0	1	32	1883	20	0	331
32,	138	17	0	17	28077	33	553	0	0	0	0	1	553	2287	34	0	331
33,	138	14	0	14	28090	32	30	0	0	0	0	1	30	1895	28	0	331
34,	138	8	0	8	28029	33	15	0	0	0	0	1	15	1758	16	0	331
35,	138	7	0	7	28022	33	13	0	0	0	0	1	13	1411	14	0	331
36,	138	4	0	4	28029	33	0	0	0	0	0	1	0	1087	8	0	331
37,	138	4	0	4	28026	33	6	0	0	0	0	1	6	1115	8	0	331
38,	138	6	0	6	28027	33	52	0	0	0	0	1	52	1165	12	0	331
39,	138	5	0	5	28033	33	0	0	0	0	0	1	0	1165	10	0	331
40,	138	6	0	6	28019	33	250	0	0	0	0	1	250	1465	12	0	331
41,	138	3	0	3	28005	33	0	0	0	0	0	1	0	1034	6	0	331
